V1	V2	mean
Azospirillum_brasilense_strain_Az39	Mycobacterium_phage_Adler	209.2
Azospirillum_brasilense_strain_Az39	Mycobacterium_phage_First	152.9
Azospirillum_brasilense_strain_Az39	Pectobacterium_phage_phiTE	215.133333333333
Azospirillum_brasilense_strain_Az39	Pelagibacter_phage_HTVC008M	128.2
Azospirillum_brasilense_strain_Az39	Phormidium_phage_MIS_PhV1B	166.7
Azospirillum_brasilense_strain_Az39	Prochlorococcus_phage_P_TIM68	376.3
Azospirillum_brasilense_strain_Az39	Proteus_phage_PM_75	295.5
Azospirillum_brasilense_strain_Az39	Pseudomonas_phage_MP1412	144.8
Azospirillum_brasilense_strain_Az39	Pseudomonas_phage_PaBG	177.85
Azospirillum_brasilense_strain_Az39	Pseudomonas_phage_PAK_P1	147.8
Azospirillum_brasilense_strain_Az39	Pseudomonas_phage_phi297	422.2
Azospirillum_brasilense_strain_Az39	Pseudomonas_phage_phiPsa374	160.6
Azospirillum_brasilense_strain_Az39	Salmonella_phage_118970_sal2	217.2
Azospirillum_brasilense_strain_Az39	Salmonella_phage_64795_sal3	169
Azospirillum_brasilense_strain_Az39	Salmonella_phage_GG32	195.133333333333
Azospirillum_brasilense_strain_Az39	Salmonella_phage_SJ46	630.2
Azospirillum_brasilense_strain_Az39	Salmonella_phage_ST160	264.6
Azospirillum_brasilense_strain_Az39	Staphylococcus_phage_CNPx	102.8
Azospirillum_brasilense_strain_Az39	Staphylococcus_phage_phiSa119	164.4
Azospirillum_brasilense_strain_Az39	Streptococcus_phage_APCM01	157.2
Azospirillum_brasilense_strain_Az39	Streptococcus_phage_phiARI0746	250.3
Azospirillum_brasilense_strain_Az39	Streptomyces_phage_R4	338.6
Azospirillum_brasilense_strain_Az39	Synechococcus_phage_S_CBS1	166
Azospirillum_brasilense_strain_Az39	Synechococcus_phage_S_CRM01	396
Azospirillum_brasilense_strain_Az39	Synechococcus_phage_S_PM2	119.6
Azospirillum_brasilense_strain_Az39	Synechococcus_phage_syn9	271.2
Azospirillum_brasilense_strain_Az39	Vibrio_phage_phi_3	147.5
Bacillus_anthracis_str__SVA11	Bacillus_phage_AR9	289.85
Bacillus_anthracis_str__SVA11	Bacillus_phage_CP_51	262.25
Bacillus_anthracis_str__SVA11	Bacillus_phage_JBP901	464.5
Bacillus_anthracis_str__SVA11	Bacillus_phage_phIS3501	434.1
Bacillus_anthracis_str__SVA11	Bacillus_phage_Pony	162.1
Bacillus_anthracis_str__SVA11	Campylobacter_phage_PC14	434.85
Bacillus_anthracis_str__SVA11	Caulobacter_phage_Cr30	402.9
Bacillus_anthracis_str__SVA11	Cronobacter_phage_phiES15	131.7
Bacillus_anthracis_str__SVA11	Enterobacteria_phage_GEC_3S_complete_genome_146	256.5
Bacillus_anthracis_str__SVA11	Enterobacteria_phage_P88	486.5
Bacillus_anthracis_str__SVA11	Escherichia_phage_ECML_117	166.55
Bacillus_anthracis_str__SVA11	Escherichia_phage_vB_EcoM_JS09	201.825
Bacillus_anthracis_str__SVA11	Flavobacterium_phage_Fpv11	217.2
Bacillus_anthracis_str__SVA11	Idiomarinaceae_phage_Phi1M2_2	303.566666666667
Bacillus_anthracis_str__SVA11	Klebsiella_phage_vB_KpnM_KpV477	473.4
Bacillus_anthracis_str__SVA11	Lactobacillus_phage_Ldl1	360.9
Bacillus_anthracis_str__SVA11	Lactococcus_phage_98201	141.7
Bacillus_anthracis_str__SVA11	Lactococcus_phage_phiL47	309.7
Bacillus_anthracis_str__SVA11	Liberibacter_phage_SC2	450.6
Bacillus_anthracis_str__SVA11	Pectobacterium_phage_phiTE	466.4
Bacillus_anthracis_str__SVA11	Phormidium_phage_MIS_PhV1B	359.7
Bacillus_anthracis_str__SVA11	Proteus_phage_PM_75	388.6
Bacillus_anthracis_str__SVA11	Pseudomonas_phage_MP1412	259.2
Bacillus_anthracis_str__SVA11	Pseudomonas_phage_PaBG	391.65
Bacillus_anthracis_str__SVA11	Pseudomonas_phage_PAK_P1	361.6
Bacillus_anthracis_str__SVA11	Salmonella_phage_118970_sal2	331.8
Bacillus_anthracis_str__SVA11	Salmonella_phage_64795_sal3	362
Bacillus_anthracis_str__SVA11	Salmonella_phage_GG32	360.5
Bacillus_anthracis_str__SVA11	Salmonella_phage_ST160	478.4
Bacillus_anthracis_str__SVA11	Staphylococcus_phage_phiSa119	378.2
Bacillus_anthracis_str__SVA11	Streptococcus_phage_phiARI0746	464.1
Bacillus_anthracis_str__SVA11	Synechococcus_phage_S_CBS1	253.775
Bacillus_anthracis_str__SVA11	Synechococcus_phage_S_CRM01	254.6
Bacillus_anthracis_str__SVA11	Synechococcus_phage_S_PM2	136.3
Bacillus_anthracis_str__SVA11	Vibrio_phage_phi_3	361.3
Bacillus_cereus_NC7401_genomic_DNA	Bacillus_phage_AR9	163.7
Bacillus_cereus_NC7401_genomic_DNA	Cronobacter_phage_phiES15	166.4
Bacillus_cereus_NC7401_genomic_DNA	Idiomarinaceae_phage_Phi1M2_2	229.6
Bacillus_megaterium_strain_JX285	Bacillus_phage_AR9	177.2
Bacillus_megaterium_strain_JX285	Citrobacter_phage_SH2	147.1
Bacillus_megaterium_strain_JX285	Idiomarinaceae_phage_Phi1M2_2	243.1
Bacillus_megaterium_strain_JX285	Lactococcus_phage_phiL47	166
Bacillus_megaterium_strain_JX285	Pseudomonas_phage_PAK_P1	145.2
Bacillus_megaterium_strain_JX285	Synechococcus_phage_S_CBS1	161.8
Bacillus_sp__FDAARGOS_235	Acinetobacter_phage_vB_AbaM_phiAbaA1	104
Bacillus_sp__FDAARGOS_235	Idiomarinaceae_phage_Phi1M2_2	200.7
Bacillus_subtilis_subsp__spizizenii_str__W23	Bacillus_phage_Pony	103.2
Bacillus_subtilis_subsp__spizizenii_str__W23	Cellulophaga_phage_phi14_2	256.1
Bacillus_subtilis_subsp__spizizenii_str__W23	Citrobacter_phage_SH2	254.6
Bacillus_subtilis_subsp__spizizenii_str__W23	Escherichia_phage_KBNP1711	270.4
Bacillus_subtilis_subsp__spizizenii_str__W23	Geobacillus_phage_GBK2	271.5
Bacillus_subtilis_subsp__spizizenii_str__W23	Idiomarinaceae_phage_Phi1M2_2	237.3
Bacillus_subtilis_subsp__spizizenii_str__W23	Streptococcus_phage_phiNJ2	154.4
Bacillus_thuringiensis_strain_L-7601	Bacillus_phage_JBP901	267.966666666667
Bacillus_thuringiensis_strain_L-7601	Escherichia_phage_HY03	278.8
Bacillus_thuringiensis_strain_L-7601	Escherichia_phage_vB_EcoM_JS09	280.4
Bacillus_thuringiensis_strain_L-7601	Idiomarinaceae_phage_Phi1M2_2	327.05
Bacillus_thuringiensis_strain_L-7601	Lactococcus_phage_phiL47	346.3
Bacillus_thuringiensis_strain_L-7601	Salmonella_phage_118970_sal2	282.3
Bacillus_thuringiensis_strain_L-7601	Salmonella_phage_GG32	230.15
Bacillus_thuringiensis_strain_L-7601	Vibrio_phage_ValKK3	389
Bacteroides_fragilis_strain_BOB25	Acinetobacter_phage_vB_AbaM_phiAbaA1	189.3
Bacteroides_fragilis_strain_BOB25	Bacillus_phage_AR9	243.65
Bacteroides_fragilis_strain_BOB25	Bacillus_phage_CP_51	333.1
Bacteroides_fragilis_strain_BOB25	Bacillus_phage_JBP901	256.914285714286
Bacteroides_fragilis_strain_BOB25	Bacillus_phage_phIS3501	402.9
Bacteroides_fragilis_strain_BOB25	Bacillus_phage_Pony	269.6
Bacteroides_fragilis_strain_BOB25	Brochothrix_phage_A9	273.1
Bacteroides_fragilis_strain_BOB25	Campylobacter_phage_PC14	272.116666666667
Bacteroides_fragilis_strain_BOB25	Caulobacter_phage_Cr30	371.7
Bacteroides_fragilis_strain_BOB25	Cellulophaga_phage_phi13_2	148.7
Bacteroides_fragilis_strain_BOB25	Cellulophaga_phage_phi17_2	117.333333333333
Bacteroides_fragilis_strain_BOB25	Cellulophaga_phage_phi18_1	172.5
Bacteroides_fragilis_strain_BOB25	Citrobacter_phage_SH2	230.025
Bacteroides_fragilis_strain_BOB25	Clostridium_phage_phiCTC2A	716.65
Bacteroides_fragilis_strain_BOB25	Cronobacter_phage_phiES15	144
Bacteroides_fragilis_strain_BOB25	Cyanophage_P_TIM40	229.9
Bacteroides_fragilis_strain_BOB25	Cyanophage_PSS2	297.95
Bacteroides_fragilis_strain_BOB25	Cyanophage_S_TIM5	528.4
Bacteroides_fragilis_strain_BOB25	Enterobacteria_phage_933W	144.4
Bacteroides_fragilis_strain_BOB25	Enterobacteria_phage_GEC_3S_complete_genome_30	780
Bacteroides_fragilis_strain_BOB25	Escherichia_phage_Av_05	198.7
Bacteroides_fragilis_strain_BOB25	Escherichia_phage_ECML_117	102.4
Bacteroides_fragilis_strain_BOB25	Escherichia_phage_KBNP1711	241.725
Bacteroides_fragilis_strain_BOB25	Escherichia_phage_vB_EcoM_JS09	245.716666666667
Bacteroides_fragilis_strain_BOB25	Geobacillus_phage_GBK2	209.525
Bacteroides_fragilis_strain_BOB25	Idiomarinaceae_phage_Phi1M2_2	320.825
Bacteroides_fragilis_strain_BOB25	Klebsiella_phage_JD001	127.075
Bacteroides_fragilis_strain_BOB25	Klebsiella_phage_PKO111	263.1
Bacteroides_fragilis_strain_BOB25	Klebsiella_phage_vB_KpnM_KpV477	442.2
Bacteroides_fragilis_strain_BOB25	Lactobacillus_phage_Ldl1	304.86
Bacteroides_fragilis_strain_BOB25	Lactococcus_phage_98201	204.157142857143
Bacteroides_fragilis_strain_BOB25	Lactococcus_phage_phiL47	178.953333333333
Bacteroides_fragilis_strain_BOB25	Liberibacter_phage_SC2	320.666666666667
Bacteroides_fragilis_strain_BOB25	Mycobacterium_phage_First	127.5
Bacteroides_fragilis_strain_BOB25	Pectobacterium_phage_phiTE	435.2
Bacteroides_fragilis_strain_BOB25	Pelagibacter_phage_HTVC008M	396.1
Bacteroides_fragilis_strain_BOB25	Phormidium_phage_MIS_PhV1B	328.5
Bacteroides_fragilis_strain_BOB25	Planktothrix_phage_PaV_LD	259.2
Bacteroides_fragilis_strain_BOB25	Prochlorococcus_phage_P_TIM68	103.2
Bacteroides_fragilis_strain_BOB25	Proteus_phage_PM_75	330.05
Bacteroides_fragilis_strain_BOB25	Proteus_phage_PM_93	186.8
Bacteroides_fragilis_strain_BOB25	Pseudomonas_phage_MP1412	276.5
Bacteroides_fragilis_strain_BOB25	Pseudomonas_phage_PaBG	317.4
Bacteroides_fragilis_strain_BOB25	Pseudomonas_phage_PAK_P1	260.566666666667
Bacteroides_fragilis_strain_BOB25	Pseudomonas_phage_PhiPA3	156.175
Bacteroides_fragilis_strain_BOB25	Pseudomonas_phage_phiPsa374	272.3
Bacteroides_fragilis_strain_BOB25	Rhizobium_phage_vB_RleM_PPF1	222.2
Bacteroides_fragilis_strain_BOB25	Rhizobium_phage_vB_RleS_L338C	104.3
Bacteroides_fragilis_strain_BOB25	Roseobacter_phage_RDJL_Phi_1	152.1
Bacteroides_fragilis_strain_BOB25	Salmonella_phage_118970_sal2	264.025
Bacteroides_fragilis_strain_BOB25	Salmonella_phage_64795_sal3	330.8
Bacteroides_fragilis_strain_BOB25	Salmonella_phage_GG32	248.1
Bacteroides_fragilis_strain_BOB25	Salmonella_phage_ST160	447.2
Bacteroides_fragilis_strain_BOB25	Salmonella_phage_vB_SPuM_SP116	199.5
Bacteroides_fragilis_strain_BOB25	Staphylococcus_phage_JS01	362.466666666667
Bacteroides_fragilis_strain_BOB25	Staphylococcus_phage_phiBU01	276.1
Bacteroides_fragilis_strain_BOB25	Staphylococcus_phage_phiSa119	347
Bacteroides_fragilis_strain_BOB25	Staphylococcus_phage_SPbeta_like	252.966666666667
Bacteroides_fragilis_strain_BOB25	Staphylococcus_phage_Team1	111.666666666667
Bacteroides_fragilis_strain_BOB25	Streptococcus_phage_phiARI0746	362
Bacteroides_fragilis_strain_BOB25	Streptomyces_phage_R4	251.1
Bacteroides_fragilis_strain_BOB25	Synechococcus_phage_S_CBS1	206.925
Bacteroides_fragilis_strain_BOB25	Synechococcus_phage_S_PM2	174.033333333333
Bacteroides_fragilis_strain_BOB25	Tsukamurella_phage_TIN2	172.5
Bacteroides_fragilis_strain_BOB25	Vibrio_phage_phi_3	330.1
Bacteroides_fragilis_strain_BOB25	Vibrio_phage_pVp_1	324.25
Bacteroides_fragilis_strain_BOB25	Vibrio_phage_ValKK3	233
Bacteroides_fragilis_strain_BOB25	Yersinia_phage_phiYeO3_12	192.833333333333
Bdellovibrio_bacteriovorus_str__Tiberius	Bacillus_phage_AR9	129.4
Bdellovibrio_bacteriovorus_str__Tiberius	Bacillus_phage_CP_51	167.9
Bdellovibrio_bacteriovorus_str__Tiberius	Bacillus_phage_Pony	110.1
Bdellovibrio_bacteriovorus_str__Tiberius	Brochothrix_phage_A9	236.1
Bdellovibrio_bacteriovorus_str__Tiberius	Campylobacter_phage_PC14	238.4
Bdellovibrio_bacteriovorus_str__Tiberius	Clostridium_phage_phiCTC2A	477.2
Bdellovibrio_bacteriovorus_str__Tiberius	Cyanophage_P_TIM40	123.2
Bdellovibrio_bacteriovorus_str__Tiberius	Enterobacteria_phage_933W	193
Bdellovibrio_bacteriovorus_str__Tiberius	Enterobacteria_phage_Sf101	109
Bdellovibrio_bacteriovorus_str__Tiberius	Escherichia_phage_vB_EcoM_VpaE1	111.633333333333
Bdellovibrio_bacteriovorus_str__Tiberius	Idiomarinaceae_phage_Phi1M2_2	283.285714285714
Bdellovibrio_bacteriovorus_str__Tiberius	Klebsiella_phage_PKO111	130.533333333333
Bdellovibrio_bacteriovorus_str__Tiberius	Lactococcus_phage_98201	112.25
Bdellovibrio_bacteriovorus_str__Tiberius	Lactococcus_phage_phiL47	300.8
Bdellovibrio_bacteriovorus_str__Tiberius	Proteus_phage_vB_PmiM_Pm5461	101.2
Bdellovibrio_bacteriovorus_str__Tiberius	Salmonella_phage_118970_sal2	240.466666666667
Bdellovibrio_bacteriovorus_str__Tiberius	Salmonella_phage_vB_SPuM_SP116	240.3
Bdellovibrio_bacteriovorus_str__Tiberius	Staphylococcus_phage_StB20_like	101.3
Bdellovibrio_bacteriovorus_str__Tiberius	Streptomyces_phage_R4	143.85
Bdellovibrio_bacteriovorus_str__Tiberius	Synechococcus_phage_S_CBS1	213
Bdellovibrio_bacteriovorus_str__Tiberius	Synechococcus_phage_S_CRM01	671.4
Bdellovibrio_bacteriovorus_str__Tiberius	Synechococcus_phage_S_PM2	114.15
Bdellovibrio_bacteriovorus_str__Tiberius	Vibrio_phage_ValKK3	630.9
Brochothrix_thermosphacta_strain_BI	Bacillus_phage_Pony	108.2
Brochothrix_thermosphacta_strain_BI	Escherichia_phage_KBNP1711	114
Brochothrix_thermosphacta_strain_BI	Lactococcus_phage_phiL47	133.2
Brochothrix_thermosphacta_strain_BI	Synechococcus_phage_S_PM2	103.4
Campylobacter_jejuni_strain_NCTC12662	Lactococcus_phage_phiL47	170.6
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Bacillus_phage_AR9	234.6
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Bacillus_phage_JBP901	122.1
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Bacteriophage_APSE_2	325.9
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Campylobacter_phage_PC14	123.3
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Cronobacter_phage_phiES15	326.6
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Escherichia_phage_pro147	116.3
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Flavobacterium_phage_Fpv20	116
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Gordonia_phage_GTE8	129.4
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Idiomarinaceae_phage_Phi1M2_2	300.5
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Klebsiella_phage_JD001	307.8
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Lactococcus_phage_phiL47	176.4
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Proteus_phage_PM_75	472.6
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Pseudomonas_phage_YMC11_07_P54_PAE_BP	136.3
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Salmonella_phage_SEN22	266
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Staphylococcus_phage_Team1	120.2
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Synechococcus_phage_S_CBS1	243.5
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)_strain_MEAM1	Thermus_phage_TMA	151.4
Candidatus_Pelagibacter_ubique_HTCC1062	Bacillus_phage_AR9	185.6
Candidatus_Pelagibacter_ubique_HTCC1062	Bacillus_phage_Pony	164.1
Candidatus_Pelagibacter_ubique_HTCC1062	Campylobacter_phage_PC14	179.1
Candidatus_Pelagibacter_ubique_HTCC1062	Escherichia_phage_Av_05	205.3
Candidatus_Pelagibacter_ubique_HTCC1062	Pseudomonas_phage_MP1412	146.4
Candidatus_Puniceispirillum_marinum_IMCC1322	Bacillus_phage_AR9	231.1
Candidatus_Puniceispirillum_marinum_IMCC1322	Bacillus_phage_JBP901	219.5
Candidatus_Puniceispirillum_marinum_IMCC1322	Bacillus_phage_Stills	186.1
Candidatus_Puniceispirillum_marinum_IMCC1322	Campylobacter_phage_PC14	275.8
Candidatus_Puniceispirillum_marinum_IMCC1322	Citrobacter_phage_SH4	260
Candidatus_Puniceispirillum_marinum_IMCC1322	Cyanophage_S_TIM5	385.2
Candidatus_Puniceispirillum_marinum_IMCC1322	Enterobacteria_phage_933W	253.8
Candidatus_Puniceispirillum_marinum_IMCC1322	Erwinia_phage_PhiEaH1	219.1
Candidatus_Puniceispirillum_marinum_IMCC1322	Escherichia_phage_Av_05	286.9
Candidatus_Puniceispirillum_marinum_IMCC1322	Escherichia_phage_vB_EcoM_JS09	209.5
Candidatus_Puniceispirillum_marinum_IMCC1322	Flavobacterium_phage_Fpv20	228.8
Candidatus_Puniceispirillum_marinum_IMCC1322	Idiomarinaceae_phage_Phi1M2_2	292.55
Candidatus_Puniceispirillum_marinum_IMCC1322	Lactococcus_phage_phiL47	243.45
Candidatus_Puniceispirillum_marinum_IMCC1322	Planktothrix_phage_PaV_LD	368.6
Candidatus_Puniceispirillum_marinum_IMCC1322	Proteus_phage_PM_75	302.3
Candidatus_Puniceispirillum_marinum_IMCC1322	Pseudomonas_phage_JBD44	211.8
Candidatus_Puniceispirillum_marinum_IMCC1322	Rhizobium_phage_vB_RleM_PPF1	176.2
Candidatus_Puniceispirillum_marinum_IMCC1322	Synechococcus_phage_S_CBS1	250
Cellulophaga_baltica_NN016038	Citrobacter_phage_SH2	164.8
Cellulophaga_baltica_NN016038	Enterobacteria_phage_933W	144.8
Cellulophaga_baltica_NN016038	Geobacillus_phage_GBK2	178.3
Cellulophaga_baltica_NN016038	Idiomarinaceae_phage_Phi1M2_2	198
Cellulophaga_baltica_NN016038	Klebsiella_phage_PKO111	191.8
Cellulophaga_baltica_NN016038	Lactococcus_phage_98201	171.8
Cellulophaga_baltica_NN016038	Synechococcus_phage_S_CBS1	141
Chlamydia_psittaci_GR9	Idiomarinaceae_phage_Phi1M2_2	557.8
Chlamydia_psittaci_GR9	Lactococcus_phage_phiL47	529.3
Chlamydia_psittaci_GR9	Synechococcus_phage_S_CBS1	500.8
Citrobacter_freundii_strain_CAV1741	Pseudomonas_phage_OBP	141.4
Citrobacter_rodentium_ICC168	Enterobacteria_phage_P88	287.3
Citrobacter_sp__FDAARGOS_156	Bacillus_phage_CP_51	507.6
Citrobacter_sp__FDAARGOS_156	Bacillus_phage_phIS3501	577.4
Citrobacter_sp__FDAARGOS_156	Bacillus_phage_Stills	164.1
Citrobacter_sp__FDAARGOS_156	Burkholderia_phage_KS5	299.3
Citrobacter_sp__FDAARGOS_156	Campylobacter_phage_PC14	578.15
Citrobacter_sp__FDAARGOS_156	Caulobacter_phage_Cr30	546.2
Citrobacter_sp__FDAARGOS_156	Citrobacter_phage_SH4	238
Citrobacter_sp__FDAARGOS_156	Enterobacteria_phage_GEC_3S_complete_genome_30	248.4
Citrobacter_sp__FDAARGOS_156	Klebsiella_phage_PKO111	231.5
Citrobacter_sp__FDAARGOS_156	Klebsiella_phage_vB_KpnM_KpV477	616.7
Citrobacter_sp__FDAARGOS_156	Lactobacillus_phage_Ldl1	504.2
Citrobacter_sp__FDAARGOS_156	Liberibacter_phage_SC2	593.9
